business_type,item_name,date,price,shelf_life_hours,quantity_available,quantity_sold,customer_demand,waste_quantity,weather_condition,holiday_flag,day_of_week,day_name,month,week_of_year,day_of_month,is_weekend,is_monday,is_friday,is_saturday,is_sunday,is_rainy,category,preparation_complexity,category_encoded,business_encoded,prev_day_demand,prev_day_sold,prev_day_waste,prev_week_demand,rolling_3day_demand,rolling_7day_demand,rolling_14day_demand,rolling_30day_demand,rolling_7day_std,rolling_14day_std,weekend_x_holiday,rainy_x_weekend,rainy_x_holiday,friday_x_weekend,day_sin,day_cos,month_sin,month_cos
Bakery,Cake Slice,2025-06-11,40,48.0,30,22,22,8,Clear,0,2,Wednesday,6,24,11,0,0,0,0,0,0,dessert,5,2,0,28.0,28.0,0.0,23.0,24.666666666666668,27.571428571428573,27.181818181818183,27.181818181818183,4.961758520831865,4.771125272264014,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-12,40,48.0,30,30,30,0,Clear,0,3,Thursday,6,24,12,0,0,0,0,0,0,dessert,5,2,0,22.0,22.0,8.0,28.0,26.666666666666668,27.857142857142858,27.416666666666668,27.416666666666668,5.047394424471944,4.621261798043972,0,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-13,40,48.0,28,21,21,7,Clear,0,4,Friday,6,24,13,0,0,1,0,0,0,dessert,5,2,0,30.0,30.0,0.0,23.0,24.333333333333332,27.571428571428573,26.923076923076923,26.923076923076923,5.411627692821661,4.76902398228293,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-14,40,48.0,46,45,45,1,Clear,0,5,Saturday,6,24,14,1,0,0,1,0,0,dessert,5,2,0,21.0,21.0,7.0,34.0,32.0,29.142857142857142,28.214285714285715,28.214285714285715,8.375133261199915,6.658465651722238,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-15,40,48.0,44,40,40,4,Clear,0,6,Sunday,6,24,15,1,0,0,0,1,0,dessert,5,2,0,45.0,45.0,1.0,34.0,35.333333333333336,30.0,28.642857142857142,29.0,9.219544457292884,7.228226113456382,0,0,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-16,40,48.0,28,27,27,1,Clear,0,0,Monday,6,25,16,0,1,0,0,0,0,dessert,5,2,0,40.0,40.0,4.0,24.0,37.333333333333336,30.428571428571427,28.785714285714285,28.875,8.960229588895265,7.170222305625393,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-17,40,48.0,24,18,18,6,Rainy,0,1,Tuesday,6,25,17,0,0,0,0,0,1,dessert,5,2,0,27.0,27.0,1.0,28.0,28.333333333333332,29.0,28.357142857142858,28.235294117647058,10.132456102380441,7.642061168369363,0,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-18,40,48.0,28,28,28,0,Clear,0,2,Wednesday,6,25,18,0,0,0,0,0,0,dessert,5,2,0,18.0,18.0,6.0,22.0,24.333333333333332,29.857142857142858,28.714285714285715,28.22222222222222,9.685531674075708,7.487718882672752,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-19,40,48.0,30,25,25,5,Clear,0,3,Thursday,6,25,19,0,0,0,0,0,0,dessert,5,2,0,28.0,28.0,0.0,30.0,23.666666666666668,29.142857142857142,28.5,28.05263157894737,9.856107606091623,7.552381183339567,0,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-20,40,48.0,27,27,29,0,Clear,0,4,Friday,6,25,20,0,0,1,0,0,0,dessert,5,2,0,25.0,25.0,5.0,21.0,27.333333333333332,30.285714285714285,28.928571428571427,28.1,9.196272536817757,7.384644001776054,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-21,40,48.0,40,32,32,8,Clear,0,5,Saturday,6,25,21,1,0,0,1,0,0,dessert,5,2,0,29.0,27.0,0.0,45.0,28.666666666666668,28.428571428571427,28.785714285714285,28.285714285714285,6.704653678780207,7.2978244537835915,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-22,40,48.0,45,41,41,4,Clear,0,6,Sunday,6,25,22,1,0,0,0,1,0,dessert,5,2,0,32.0,32.0,8.0,40.0,34.0,28.571428571428573,29.285714285714285,28.863636363636363,6.9965978126787425,7.897697536220692,0,0,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-23,40,48.0,28,28,29,0,Clear,0,0,Monday,6,26,23,0,1,0,0,0,0,dessert,5,2,0,41.0,41.0,4.0,27.0,34.0,28.857142857142858,29.642857142857142,28.869565217391305,6.9624845045565795,7.751993717322441,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-24,40,48.0,31,25,25,6,Clear,0,1,Tuesday,6,26,24,0,0,0,0,0,0,dessert,5,2,0,29.0,28.0,0.0,18.0,31.666666666666668,29.857142857142858,29.428571428571427,28.708333333333332,5.490251100164465,7.841843245978939,0,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-25,40,48.0,27,27,27,0,Clear,0,2,Wednesday,6,26,25,0,0,0,0,0,0,dessert,5,2,0,25.0,25.0,6.0,28.0,27.0,29.714285714285715,29.785714285714285,28.64,5.559205150447489,7.587221762011052,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-26,40,48.0,32,24,24,8,Clear,0,3,Thursday,6,26,26,0,0,0,0,0,0,dessert,5,2,0,27.0,27.0,0.0,25.0,25.333333333333332,29.571428571428573,29.357142857142858,28.46153846153846,5.711308748355984,7.742064352584552,0,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-27,40,48.0,27,27,27,0,Clear,0,4,Friday,6,26,27,0,0,1,0,0,0,dessert,5,2,0,24.0,24.0,8.0,29.0,26.0,29.285714285714285,29.785714285714285,28.40740740740741,5.79408565447807,7.402479537067516,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-28,40,48.0,45,32,32,13,Clear,0,5,Saturday,6,26,28,1,0,0,1,0,0,dessert,5,2,0,27.0,27.0,0.0,32.0,27.666666666666668,29.285714285714285,28.857142857142858,28.535714285714285,5.79408565447807,6.036518900787147,0,0,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-29,40,48.0,41,38,38,3,Clear,0,6,Sunday,6,26,29,1,0,0,0,1,0,dessert,5,2,0,32.0,32.0,13.0,41.0,32.333333333333336,28.857142857142858,28.714285714285715,28.862068965517242,4.810702354423639,5.770329565692355,0,0,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-06-30,40,48.0,28,24,24,4,Clear,0,0,Monday,6,27,30,0,1,0,0,0,0,dessert,5,2,0,38.0,38.0,3.0,29.0,31.333333333333332,28.142857142857142,28.5,28.7,5.145501965424802,5.89328170298767,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0
Bakery,Cake Slice,2025-07-01,40,48.0,34,31,31,3,Clear,0,1,Tuesday,7,27,1,0,0,0,0,0,0,dessert,5,2,0,24.0,24.0,4.0,25.0,31.0,29.0,29.428571428571427,28.6,5.033222956847165,5.079586381015469,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-02,40,48.0,31,22,22,9,Clear,0,2,Wednesday,7,27,2,0,0,0,0,0,0,dessert,5,2,0,31.0,31.0,3.0,27.0,25.666666666666668,28.285714285714285,29.0,28.5,5.677860093212517,5.4490648456691835,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-03,40,48.0,28,28,30,0,Clear,0,3,Thursday,7,27,3,0,0,0,0,0,0,dessert,5,2,0,22.0,22.0,9.0,24.0,27.666666666666668,29.142857142857142,29.357142857142858,28.7,5.3674504012169315,5.329268139350742,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-04,40,48.0,29,29,31,0,Clear,0,4,Friday,7,27,4,0,0,1,0,0,0,dessert,5,2,0,30.0,28.0,0.0,27.0,27.666666666666668,29.714285714285715,29.5,28.966666666666665,5.313952882562585,5.345738777467816,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-05,40,48.0,49,47,47,2,Clear,0,5,Saturday,7,27,5,1,0,0,1,0,0,dessert,5,2,0,31.0,29.0,0.0,32.0,36.0,31.857142857142858,30.571428571428573,29.6,8.474050024015892,7.100533952991313,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-06,40,48.0,46,46,48,0,Clear,0,6,Sunday,7,27,6,1,0,0,0,1,0,dessert,5,2,0,47.0,47.0,2.0,38.0,42.0,33.285714285714285,31.071428571428573,30.433333333333334,10.323343865794088,8.071452883363174,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-07,40,48.0,34,31,31,3,Clear,0,0,Monday,7,28,7,0,1,0,0,0,0,dessert,5,2,0,48.0,46.0,0.0,24.0,42.0,34.285714285714285,31.214285714285715,30.333333333333332,9.586697132211997,8.049639948264973,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-08,40,48.0,29,24,24,5,Clear,0,1,Tuesday,7,28,8,0,0,0,0,0,0,dessert,5,2,0,31.0,31.0,3.0,31.0,34.333333333333336,33.285714285714285,31.142857142857142,30.0,10.323343865794088,8.11320995809771,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-09,40,48.0,29,24,24,5,Clear,0,2,Wednesday,7,28,9,0,0,0,0,0,0,dessert,5,2,0,24.0,24.0,5.0,22.0,26.333333333333332,33.57142857142857,30.928571428571427,30.0,9.980934205726811,8.269166879385184,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-10,40,48.0,29,26,26,3,Rainy,0,3,Thursday,7,28,10,0,0,0,0,0,1,dessert,5,2,0,24.0,24.0,5.0,30.0,24.666666666666668,33.0,31.071428571428573,29.933333333333334,10.32795558988644,8.156774303176903,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-11,40,48.0,28,23,23,5,Clear,0,4,Friday,7,28,11,0,0,1,0,0,0,dessert,5,2,0,26.0,26.0,3.0,31.0,24.333333333333332,31.857142857142858,30.785714285714285,29.966666666666665,11.006491591004695,8.377429121235147,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-12,40,48.0,50,40,40,10,Clear,0,5,Saturday,7,28,12,1,0,0,1,0,0,dessert,5,2,0,23.0,23.0,5.0,47.0,29.666666666666668,30.857142857142858,31.357142857142858,30.3,9.633769968684314,8.731967289634838,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-13,40,48.0,43,41,41,2,Rainy,0,6,Sunday,7,28,13,1,0,0,0,1,1,dessert,5,2,0,40.0,40.0,10.0,48.0,34.666666666666664,29.857142857142858,31.571428571428573,30.966666666666665,7.7336617335854445,8.941814354818824,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-14,40,48.0,30,26,26,4,Clear,0,0,Monday,7,29,14,0,1,0,0,0,0,dessert,5,2,0,41.0,41.0,2.0,31.0,35.666666666666664,29.142857142857142,31.714285714285715,30.333333333333332,7.840675383931573,8.826782421249996,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-15,40,48.0,32,26,26,6,Clear,0,1,Tuesday,7,29,15,0,0,0,0,0,0,dessert,5,2,0,26.0,26.0,4.0,24.0,31.0,29.428571428571427,31.357142857142858,29.866666666666667,7.656307701434658,8.958083095576463,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-16,40,48.0,30,27,27,3,Clear,0,2,Wednesday,7,29,16,0,0,0,0,0,0,dessert,5,2,0,26.0,26.0,6.0,24.0,26.333333333333332,29.857142857142858,31.714285714285715,29.866666666666667,7.380798769522882,8.650732040420907,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-17,40,48.0,26,25,25,1,Rainy,0,3,Thursday,7,29,17,0,0,0,0,0,1,dessert,5,2,0,27.0,27.0,3.0,26.0,26.0,29.714285714285715,31.357142857142858,30.1,7.4769487028307156,8.828338486915898,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-18,40,48.0,34,30,30,4,Clear,0,4,Friday,7,29,18,0,0,1,0,0,0,dessert,5,2,0,25.0,25.0,1.0,23.0,27.333333333333332,30.714285714285715,31.285714285714285,30.166666666666668,6.872997543873794,8.835492859254321,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-19,40,48.0,52,40,40,12,Clear,0,5,Saturday,7,29,19,1,0,0,1,0,0,dessert,5,2,0,30.0,30.0,4.0,40.0,31.666666666666668,30.714285714285715,30.785714285714285,30.666666666666668,6.872997543873794,8.040078180145835,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-20,40,48.0,44,36,36,8,Clear,0,6,Sunday,7,29,20,1,0,0,0,1,0,dessert,5,2,0,40.0,40.0,12.0,41.0,35.333333333333336,30.0,29.928571428571427,30.9,5.802298395176403,6.568740491780117,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-21,40,48.0,30,23,23,7,Clear,0,0,Monday,7,30,21,0,1,0,0,0,0,dessert,5,2,0,36.0,36.0,8.0,26.0,33.0,29.571428571428573,29.357142857142858,30.6,6.241184258807055,6.811835208011051,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-22,40,48.0,33,26,26,7,Clear,0,1,Tuesday,7,30,22,0,0,0,0,0,0,dessert,5,2,0,23.0,23.0,7.0,26.0,28.333333333333332,29.571428571428573,29.5,30.1,6.241184258807055,6.711070074024082,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-23,40,48.0,30,30,30,0,Clear,0,2,Wednesday,7,30,23,0,0,0,0,0,0,dessert,5,2,0,26.0,26.0,7.0,27.0,26.333333333333332,30.0,29.928571428571427,30.133333333333333,6.137317546507322,6.5217303710723185,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-24,40,48.0,29,29,32,0,Clear,0,3,Thursday,7,30,24,0,0,0,0,0,0,dessert,5,2,0,30.0,30.0,0.0,25.0,29.333333333333332,31.0,30.357142857142858,30.366666666666667,5.744562646538023,6.440343312124131,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-25,40,48.0,33,27,27,6,Clear,0,4,Friday,7,30,25,0,0,1,0,0,0,dessert,5,2,0,32.0,29.0,0.0,30.0,29.666666666666668,30.571428571428573,30.642857142857142,30.366666666666667,5.9401779675119375,6.171985628094628,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-26,40,48.0,52,40,40,12,Clear,0,5,Saturday,7,30,26,1,0,0,1,0,0,dessert,5,2,0,27.0,27.0,6.0,40.0,33.0,30.571428571428573,30.642857142857142,30.9,5.9401779675119375,6.171985628094628,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-27,40,48.0,45,37,37,8,Rainy,0,6,Sunday,7,30,27,1,0,0,0,1,1,dessert,5,2,0,40.0,40.0,12.0,36.0,34.666666666666664,30.714285714285715,30.357142857142858,31.233333333333334,6.102302453836192,5.732594296009218,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-28,40,48.0,33,22,22,11,Clear,0,0,Monday,7,31,28,0,1,0,0,0,0,dessert,5,2,0,37.0,37.0,8.0,23.0,33.0,30.571428571428573,30.071428571428573,30.9,6.3207895829857295,6.056964023899535,0,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-29,40,48.0,33,24,24,9,Clear,0,1,Tuesday,7,31,29,0,0,0,0,0,0,dessert,5,2,0,22.0,22.0,11.0,26.0,27.666666666666668,30.285714285714285,29.928571428571427,30.433333333333334,6.600865744084525,6.182659195303812,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-30,40,48.0,32,30,30,2,Clear,0,2,Wednesday,7,31,30,0,0,0,0,0,0,dessert,5,2,0,24.0,24.0,9.0,30.0,25.333333333333332,30.285714285714285,30.142857142857142,30.633333333333333,6.600865744084525,6.125070082577306,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-07-31,40,48.0,26,20,20,6,Rainy,0,3,Thursday,7,31,31,0,0,0,0,0,1,dessert,5,2,0,30.0,30.0,2.0,32.0,24.666666666666668,28.571428571428573,29.785714285714285,30.266666666666666,7.568732673685494,6.577099798409769,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
Bakery,Cake Slice,2025-08-01,40,48.0,31,22,22,9,Clear,0,4,Friday,8,31,1,0,0,1,0,0,0,dessert,5,2,0,20.0,20.0,6.0,27.0,24.0,27.857142857142858,29.214285714285715,30.266666666666666,7.96719464279558,6.89680607715877,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-02,40,48.0,42,30,30,12,Rainy,0,5,Saturday,8,31,2,1,0,0,1,0,1,dessert,5,2,0,22.0,22.0,9.0,40.0,24.0,26.428571428571427,28.5,30.266666666666666,6.106202935189304,6.173765837427324,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-03,40,48.0,40,33,33,7,Rainy,0,6,Sunday,8,31,3,1,0,0,0,1,1,dessert,5,2,0,30.0,30.0,12.0,37.0,28.333333333333332,25.857142857142858,28.285714285714285,30.333333333333332,5.047394424471967,5.941102868719191,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-04,40,48.0,26,26,29,0,Clear,0,0,Monday,8,32,4,0,1,0,0,0,0,dessert,5,2,0,33.0,33.0,7.0,22.0,30.666666666666668,26.857142857142858,28.714285714285715,29.733333333333334,4.845223470201416,5.743606096261397,0,0,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-05,40,48.0,31,27,27,4,Clear,0,1,Tuesday,8,32,5,0,0,0,0,0,0,dessert,5,2,0,29.0,26.0,0.0,24.0,29.666666666666668,27.285714285714285,28.785714285714285,29.033333333333335,4.680252333449775,5.713392787377499,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-06,40,48.0,29,27,27,2,Clear,0,2,Wednesday,8,32,6,0,0,0,0,0,0,dessert,5,2,0,27.0,27.0,4.0,30.0,27.666666666666668,26.857142857142858,28.571428571428573,28.9,4.5250624831255815,5.720600905960389,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-07,40,48.0,27,21,21,6,Clear,0,3,Thursday,8,32,7,0,0,0,0,0,0,dessert,5,2,0,27.0,27.0,2.0,20.0,25.0,27.0,27.785714285714285,28.8,4.281744192888396,5.963718141053799,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-08,40,48.0,27,20,20,7,Clear,0,4,Friday,8,32,8,0,0,1,0,0,0,dessert,5,2,0,21.0,21.0,6.0,22.0,22.666666666666668,26.714285714285715,27.285714285714285,28.666666666666668,4.715728494951276,6.317601436628307,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-09,40,48.0,40,40,40,0,Clear,0,5,Saturday,8,32,9,1,0,0,1,0,0,dessert,5,2,0,20.0,20.0,7.0,30.0,27.0,28.142857142857142,27.285714285714285,29.133333333333333,6.890296835129137,6.317601436628307,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-10,40,48.0,42,39,39,3,Rainy,0,6,Sunday,8,32,10,1,0,0,0,1,1,dessert,5,2,0,40.0,40.0,0.0,33.0,33.0,29.0,27.428571428571427,29.666666666666668,7.895146188218012,6.571667458629758,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-11,40,48.0,27,24,24,3,Clear,0,0,Monday,8,33,11,0,1,0,0,0,0,dessert,5,2,0,39.0,39.0,3.0,29.0,34.333333333333336,28.285714285714285,27.571428571428573,29.133333333333333,8.11817478900042,6.465461917156261,0,0,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-12,40,48.0,25,21,21,4,Rainy,0,1,Tuesday,8,33,12,0,0,0,0,0,1,dessert,5,2,0,24.0,24.0,3.0,27.0,28.0,27.428571428571427,27.357142857142858,28.466666666666665,8.580154288767059,6.640286634883069,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-13,40,48.0,27,27,27,0,Clear,0,2,Wednesday,8,33,13,0,0,0,0,0,0,dessert,5,2,0,21.0,21.0,4.0,27.0,24.0,27.428571428571427,27.142857142857142,28.5,8.580154288767059,6.596702472939313,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
Bakery,Cake Slice,2025-08-14,40,48.0,27,27,28,0,Clear,0,3,Thursday,8,33,14,0,0,0,0,0,0,dessert,5,2,0,27.0,27.0,0.0,21.0,25.333333333333332,28.428571428571427,27.714285714285715,28.566666666666666,8.100558475750157,6.268708263805503,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
